transaction_amount,merchant_category,time_delta_seconds,device_risk_score,location_cluster,tx_frequency_24h,avg_amount_7d,is_new_merchant,hour_of_day,is_fraud
2991.0,1,1029.0,0.5847,0,0,6272.66,0,23,0
13920.57,10,287.0,0.5736,2,2,1095.32,0,10,1
17019.17,6,385.0,0.3952,0,2,734.28,0,0,0
15012.84,3,555.0,0.074,9,2,4228.05,0,13,0
15983.48,13,239.0,0.6808,2,0,394.09,0,14,1
9933.09,4,1.0,0.0,8,23,8675.02,0,11,0
9926.37,5,653.0,0.0415,8,0,6339.48,0,9,0
5838.17,4,91.0,0.3887,9,8,7904.87,0,5,0
19823.8,6,311.0,0.2904,8,4,3090.94,0,23,0
3839.24,13,573.0,0.5202,1,3,1353.73,0,0,0
1764.48,17,581.0,0.0,0,2,1875.9,0,0,0
9399.59,1,584.0,0.8729,5,3,2670.92,0,1,0
7281.81,20,224.0,0.2887,0,5,3467.15,0,1,0
100.46,9,201.0,0.0,5,2,1772.61,1,0,1
18994.66,15,410.0,0.0,0,3,3222.06,1,2,1
2318.63,11,292.0,0.5023,4,5,5762.65,0,6,0
16873.85,1,79.0,1.0,10,8,13620.03,0,16,0
12798.64,8,771.0,1.0,0,1,2727.21,0,4,0
5142.63,17,1020.0,0.0,7,4,9317.17,1,7,1
9852.68,7,1.0,0.8289,7,16,3620.44,0,14,0
5923.81,20,1366.0,0.0,4,4,5725.74,1,18,1
6006.93,13,685.0,0.0,2,0,2743.66,0,5,0
281.64,10,134.0,0.4637,0,2,7505.54,0,11,0
11449.87,4,699.0,0.0,4,6,360.4,0,8,0
4123.72,8,206.0,0.6949,0,2,7248.44,0,21,1
6465.12,1,457.0,0.5424,1,3,1647.68,0,5,0
7574.5,20,4.0,0.5793,0,6,826.65,0,5,0
15193.78,13,89.0,0.0,1,5,2299.66,1,0,1
13034.52,20,327.0,0.0,0,0,4613.26,0,0,0
10574.24,1,207.0,0.341,7,0,4632.83,0,5,0
12078.2,13,472.0,0.365,5,4,4231.41,0,12,1
4152.48,3,408.0,0.608,0,2,6042.1,0,6,0
8071.27,5,358.0,0.7556,6,0,12430.03,0,0,1
2280.8,10,39.0,0.3595,0,0,3582.59,0,7,0
3829.96,1,440.0,0.7564,7,5,3649.87,0,3,0
67.33,9,303.0,0.2998,0,7,2096.11,0,3,0
5137.92,12,800.0,0.0,3,0,2224.46,0,8,0
18181.96,5,836.0,0.0511,8,9,1815.49,0,21,0
4246.9,1,225.0,0.117,5,9,5484.24,0,0,0
230.21,8,381.0,1.0,8,2,9103.02,0,14,1
7153.4,1,42.0,0.4023,6,13,259.03,1,7,0
12901.86,17,653.0,0.0,2,0,1758.01,1,8,1
2022.81,1,100.0,0.9077,6,2,2964.22,0,10,0
334.23,4,31.0,0.5035,1,1,3787.74,0,8,0
12484.66,1,396.0,0.0732,4,0,710.11,0,7,0
739.38,1,3.0,0.3971,4,1,7461.04,1,19,0
7113.44,1,511.0,0.0,7,0,5454.19,0,0,0
5274.25,4,448.0,0.0,3,0,92.64,0,0,0
7217.84,10,66.0,0.1863,6,4,5111.66,0,2,1
1928.48,4,160.0,0.1592,9,2,8950.79,0,0,0
21215.11,15,234.0,0.0,0,0,3968.79,1,1,1
16511.6,20,900.0,0.0,2,6,1873.85,1,10,1
5107.44,16,780.0,0.0,0,11,4582.32,1,10,1
16989.8,1,118.0,0.8068,10,0,13419.83,0,14,0
3813.15,15,643.0,1.0,6,0,13473.76,0,19,1
4015.44,14,367.0,1.0,5,0,6791.24,0,9,1
9818.92,1,1.0,1.0,5,23,4630.38,0,10,0
9441.04,1,200.0,0.4987,10,9,10932.8,0,5,0
16148.77,2,898.0,0.0,7,2,776.74,0,5,1
7585.85,4,1162.0,0.4584,7,0,4704.19,1,4,0
577.09,11,231.0,0.5005,6,9,7119.87,0,0,1
11037.78,12,848.0,0.7548,1,14,487.28,0,0,0
10527.14,14,397.0,0.0,2,0,1711.65,1,3,1
5213.45,7,417.0,0.0,0,9,2926.36,0,2,0
5949.35,7,203.0,0.0404,0,7,2070.99,0,0,0
13373.33,1,585.0,0.0,10,0,6091.8,1,5,0
5202.21,18,61.0,0.225,7,8,8312.94,0,1,1
4211.64,17,564.0,1.0,0,3,6348.23,0,15,0
553.78,1,556.0,0.1877,1,0,5639.22,0,13,0
1095.68,3,478.0,0.0,2,0,2533.77,0,0,0
524.49,18,937.0,0.1761,0,5,3007.37,0,0,0
6729.61,1,156.0,0.4691,3,5,5305.83,0,0,0
11843.71,10,228.0,0.8643,10,3,10930.17,1,23,0
8289.19,3,366.0,0.2007,2,0,1319.73,0,7,0
13266.08,6,972.0,0.2203,9,7,8189.18,0,16,0
10107.42,17,323.0,0.0,0,0,14019.55,1,10,0
1944.22,11,895.0,0.0,2,7,3452.13,0,4,0
10535.93,1,386.0,0.0,0,0,9051.12,0,0,0
8197.28,9,594.0,0.0,5,6,1852.37,0,10,0
8749.57,1,305.0,0.6271,5,18,254.23,1,8,0
5572.9,6,104.0,0.5723,6,14,4185.38,0,9,0
7677.22,18,935.0,0.0,6,2,7297.05,1,7,1
14823.63,5,248.0,0.6222,8,0,2305.82,0,19,0
1167.8,7,583.0,0.0,0,2,3698.79,0,0,0
2350.24,9,8.0,0.593,0,4,3179.96,0,10,0
1148.34,20,234.0,0.4128,0,4,4347.17,0,4,0
4825.6,8,78.0,0.3607,1,2,1925.86,0,6,0
15478.83,20,605.0,0.0,0,0,9447.05,0,0,0
13796.28,1,418.0,0.0,7,0,851.13,0,8,0
5073.76,12,108.0,0.6107,5,0,6276.78,0,3,1
1359.75,6,415.0,0.8039,5,10,2552.04,0,7,0
11245.77,13,25.0,0.0621,7,12,1211.88,1,8,1
6968.89,1,1122.0,0.7153,8,2,7417.11,0,0,1
11219.27,5,282.0,0.9428,0,8,1989.45,0,6,0
5702.98,1,405.0,0.0,7,6,15614.28,0,0,1
1656.48,1,101.0,0.3349,7,5,184.5,0,7,0
2205.42,7,738.0,0.6657,1,0,3636.55,0,1,0
4224.12,18,403.0,0.0706,0,0,2693.92,0,0,0
3772.08,6,16.0,0.6278,0,2,5933.18,0,16,0
9829.5,1,739.0,0.4543,6,9,8065.46,0,0,1
7360.25,20,1563.0,0.0,5,0,7301.29,1,17,1
10262.24,5,725.0,1.0,1,8,1172.39,0,10,0
8209.48,4,228.0,0.4149,9,0,8883.94,0,6,0
9832.77,1,1.0,0.9665,2,16,2141.28,0,17,0
6807.31,16,380.0,0.1209,0,10,4809.72,0,0,0
10623.48,1,214.0,1.0,1,3,2374.47,0,4,0
1751.04,10,908.0,1.0,0,0,1708.08,0,3,1
4538.07,1,24.0,0.3179,5,6,4334.83,0,0,0
1603.44,10,201.0,0.6943,4,8,6463.3,0,7,0
1521.51,7,911.0,1.0,6,4,2442.6,0,4,0
1583.1,1,27.0,1.0,4,3,2422.57,0,23,0
9745.7,4,590.0,0.4852,10,8,12778.33,0,12,0
16883.01,1,144.0,1.0,10,10,11784.67,0,21,0
771.24,1,369.0,0.8073,5,8,2152.36,0,4,0
17434.39,3,212.0,0.4388,7,0,1236.06,0,19,0
7155.75,10,685.0,0.0,1,0,2436.69,0,8,0
395.41,12,557.0,0.0,5,5,3597.72,1,5,1
1610.24,7,326.0,0.4328,7,1,10475.05,0,3,0
7852.83,1,521.0,0.5856,4,0,7.54,0,0,0
5334.62,7,282.0,0.3455,5,1,4492.55,0,6,0
4274.04,1,710.0,1.0,7,0,2111.52,0,14,0
7087.83,9,514.0,0.3092,4,6,1858.44,0,12,0
6138.67,10,419.0,0.4502,5,5,4883.15,0,12,0
1232.85,3,629.0,0.9001,3,10,2352.76,0,7,0
17029.03,14,417.0,0.0,6,2,1909.17,1,0,0
7073.32,1,58.0,0.4474,9,5,7571.66,0,3,0
4545.42,20,310.0,0.3496,6,0,8163.91,0,0,1
1999.04,9,1073.0,1.0,3,6,3501.01,0,12,0
2061.53,13,96.0,0.783,0,0,1336.58,0,4,0
13896.06,4,384.0,0.8964,3,1,4002.57,0,15,0
4338.13,1,282.0,0.2877,5,4,1183.83,0,0,0
3311.81,4,497.0,0.4324,3,10,899.0,0,15,0
1101.09,2,84.0,1.0,0,0,2492.34,0,13,0
8197.95,1,345.0,0.8347,3,11,1937.23,0,9,0
9221.8,4,462.0,0.3146,10,0,11368.1,0,10,0
4047.01,1,676.0,0.4887,10,0,6266.9,1,0,0
12747.65,4,475.0,0.3521,10,8,7312.56,0,13,0
17297.45,1,777.0,0.0,10,5,5544.21,1,7,0
5077.1,1,157.0,1.0,6,2,963.57,0,23,0
899.58,15,111.0,0.7961,3,0,3283.9,0,13,0
12106.51,1,104.0,0.0468,6,1,1087.88,0,6,0
3777.34,13,106.0,0.3716,4,0,5301.07,0,3,1
14023.02,9,964.0,0.0,1,5,6011.81,0,16,0
22093.6,1,285.0,0.5363,10,9,4130.85,0,22,0
13211.66,7,753.0,0.0,5,0,244.31,0,15,0
8355.93,11,705.0,0.8947,6,5,9661.91,0,0,1
10091.06,1,613.0,0.4108,5,9,3633.26,0,0,0
9155.82,20,510.0,0.8548,2,5,2215.25,0,4,1
5051.69,1,147.0,0.3214,3,0,2855.73,0,0,0
6307.7,15,168.0,0.5141,3,0,5616.12,0,6,1
3299.04,1,174.0,0.5455,3,6,515.08,0,6,0
8269.12,1,42.0,0.7201,6,0,1468.02,1,16,0
17200.7,4,977.0,0.0,7,5,1033.62,0,16,0
11164.16,11,35.0,0.0,6,11,134.02,1,0,0
7561.46,1,377.0,0.0,3,0,504.4,0,0,0
6940.6,10,25.0,0.7377,7,0,9476.24,0,4,1
17371.44,10,377.0,0.8271,0,0,974.18,0,0,0
8056.34,6,6.0,0.5366,1,0,1449.02,0,6,0
5669.34,1,1138.0,1.0,5,3,1784.36,0,3,0
9807.96,6,1.0,0.0,2,20,750.01,0,4,0
5321.87,1,218.0,0.0633,1,11,1377.86,0,0,0
12110.76,15,634.0,0.0,1,6,10585.23,0,0,0
4897.18,8,717.0,0.0,0,7,3213.61,0,1,0
4615.11,16,269.0,0.4057,0,0,5898.48,0,6,0
10726.01,1,723.0,1.0,9,16,5962.84,0,0,0
15732.52,3,11.0,0.8855,10,0,5373.72,0,19,0
9004.89,11,647.0,0.0269,0,6,5372.24,0,13,0
5349.71,7,261.0,0.0563,1,4,5219.33,0,0,0
7430.4,7,361.0,1.0,5,0,3477.9,0,23,1
5049.95,14,407.0,0.4328,0,4,4068.73,0,12,0
14597.69,13,1008.0,1.0,0,1,2030.0,0,1,0
6513.41,1,743.0,0.7436,8,0,952.46,1,8,0
